DateTime,Ts_C,VWC_5 ,VWC_20 ,VWC_50 ,Rn_Wm2 ,u_ms,udir,Depth_m,Ta_C,RH,Rs_in,Rs_out,Rl_in,Rl_out,Rs_net,Rl_net,albedo,Rn
4/25/2021 16:00,11.38459,0.1986701,0.2081547,0.2190629,91.25859,1.230555,,0.033,15.33,19.31,47.5,9.76,316.4,403.3,37.7,-87.3,0.207,-49.6
4/25/2021 16:15,11.20463,0.1984351,0.207995,0.2190172,144.4002,1.315278,,0.034,15.49,21.98,63.89,13.3,313.4,407.4,50.82,-94.3,0.21,-43.48
4/25/2021 16:30,11.03559,0.1981956,0.2078297,0.2189873,37.77314,1.071944,,0.034,15.25,21.42,29.14,5.687,311.9,395,23.43,-83.4,0.192,-60
4/25/2021 16:45,10.88068,0.1979586,0.2076639,0.2189672,30.36352,1.396111,,0.033,14.38,21.31,25.08,5.085,315.9,388.4,20.01,-72.92,0.202,-52.91
4/25/2021 17:00,10.72668,0.1977204,0.2075006,0.2188799,25.79568,1.456944,,0.033,14.14,21.31,24.93,5.115,310.6,385.1,19.77,-74.8,0.207,-55.03
4/25/2021 17:15,10.55663,0.1975133,0.2073185,0.218866,15.7037,1.527778,,0.033,14.15,27.89,23.32,4.821,300.1,381.7,18.43,-82,0.207,-63.53
4/25/2021 17:30,10.37798,0.1973401,0.2071642,0.218841,13.56347,1.428333,,0.032,13.01,28.33,20.65,3.961,303.7,377.3,16.69,-73.8,0.19,-57.11
4/25/2021 17:45,10.19156,0.1971266,0.2070175,0.2187579,-4.226275,1.471666,,0.033,12.54,32.83,14.84,3.129,301.9,372.9,11.68,-71.42,0.208,-59.74
4/25/2021 18:00,10.00377,0.1969584,0.2068725,0.2187374,-15.55045,1.588333,,0.032,11.55,31.79,11.96,2.302,294.9,367.6,9.61,-73.33,0.198,-63.72
4/25/2021 18:15,9.815815,0.1967873,0.2066909,0.2186971,-29.85191,1.773333,,0.031,11.05,40.59,5.928,0.923,296.1,362.5,4.899,-66.9,0.172,-62
4/25/2021 18:30,9.625452,0.1966354,0.2065653,0.2186487,-41.92918,1.820834,,0.033,10.13,35.6,2.679,0.444,292,357.7,2.28,-66.2,0.131,-63.92
4/25/2021 18:45,9.431687,0.1964721,0.2064548,0.2186007,-51.43188,1.688333,,0.031,10.22,37.9,0.702,0.08,290.5,354.4,0.532,-64.38,0.49,-63.85
4/25/2021 19:00,9.227365,0.1963554,0.2063146,0.2185514,-57.99389,1.835833,,0.033,9.97,30.56,-0.426,0.185,284.2,352,-0.541,-68.13,-0.391,-68.67
4/25/2021 19:15,9.018373,0.1962289,0.206182,0.2185147,-50.14624,1.992499,,0.031,9.42,41.7,-0.637,-0.043,289.5,350.4,-0.468,-61.06,-0.035,-61.53
4/25/2021 19:30,8.806497,0.196104,0.206075,0.2184633,-56.1111,1.975,,0.033,10.11,26.8,-0.399,0.313,286.6,351.1,-0.642,-64.76,0.485,-65.4
4/25/2021 19:45,8.595848,0.1959714,0.2059302,0.2184333,-59.81035,1.883333,,0.032,9.97,31.56,-0.807,-0.299,280.5,348.5,-0.593,-68.73,3.313,-69.33
4/25/2021 20:00,8.389867,0.1958735,0.2058059,0.2184024,-54.58026,1.843333,,0.032,10.42,33.43,-0.655,-0.074,285,348.8,-0.626,-64.53,-0.86,-65.15
4/25/2021 20:15,8.187184,0.1957617,0.2056798,0.2183824,-54.01851,1.7075,,0.034,10.46,23.7,-0.623,0.414,288.8,349.3,-1.025,-61.18,-3.009,-62.21
4/25/2021 20:30,7.988734,0.1956711,0.2055756,0.2183068,-52.41403,1.7275,,0.033,11.58,21.45,-0.644,-0.191,287,350.9,-0.44,-64.59,0.44,-65.03
4/25/2021 20:45,7.800827,0.1955784,0.2054815,0.2182399,-55.60712,2.2425,,0.033,11.51,23.67,-0.729,-0.251,286.6,351.6,-0.591,-65.51,0.158,-66.1
4/25/2021 21:00,7.624424,0.1954719,0.2053311,0.218222,-60.68374,2.28,,0.033,11.59,20.43,-0.743,0.177,283.9,351.6,-0.971,-68.28,-0.353,-69.25
4/25/2021 21:15,7.454007,0.1953739,0.2052043,0.2181802,-63.05883,2.615,,0.033,12.06,19.66,-0.863,0.379,279.7,353.2,-1.201,-73.92,-0.356,-75.12
4/25/2021 21:30,7.291204,0.1953077,0.2051017,0.2181157,-62.24841,2.503333,,0.032,12.16,19.46,-0.879,-0.125,276.2,352.5,-0.7,-76.75,0.249,-77.45
4/25/2021 21:45,7.137951,0.1951896,0.205004,0.2180667,-70.72395,2.936666,,0.032,12.15,20,-1.023,-0.057,264.9,351.8,-1.015,-87.4,-0.074,-88.4
4/25/2021 22:00,6.990342,0.1950767,0.2048867,0.2180426,-68.6723,2.705,,0.033,12.14,20.75,-1.054,-0.017,267.4,351.4,-0.927,-84.5,0.077,-85.5
4/25/2021 22:15,6.848558,0.1950009,0.2048003,0.2179727,-64.49111,2.737499,,0.033,12.23,20.34,-0.997,-0.224,269.4,351.6,-0.685,-82.7,0.386,-83.3
4/25/2021 22:30,6.71213,0.1949084,0.2047154,0.2179212,-64.59681,2.5575,,0.033,12.2,20.71,-1.13,-0.142,266.7,351,-0.885,-84.8,0.257,-85.7
4/25/2021 22:45,6.58245,0.1948359,0.204583,0.2178964,-61.56745,2.486667,,0.034,12.19,21.22,-1.095,-0.11,268.5,350.9,-1.055,-82.8,0.075,-83.9
4/25/2021 23:00,6.46031,0.1947555,0.2045062,0.2178573,-60.83947,1.686111,,0.033,11.72,21.77,-0.979,-0.377,272.3,348.5,-0.637,-76.66,0.322,-77.3
4/25/2021 23:15,6.344936,0.1946444,0.2043907,0.2178001,-62.36922,2.255,,0.033,10.79,24.32,-1.036,-0.183,268.1,345.7,-0.906,-78.19,0.238,-79.09
4/25/2021 23:30,6.234809,0.1945634,0.2042881,0.2177619,-66.75954,1.992223,,0.033,10.91,22.73,-0.853,0.087,265.4,345.1,-0.921,-80.5,-0.089,-81.4
4/25/2021 23:45,6.124305,0.194491,0.2042637,0.2176817,-61.28337,1.715277,,0.032,11.31,29.47,-0.921,-0.21,273.9,346.1,-0.718,-72.6,-0.046,-73.32
4/26/2021 0:00,6.021159,0.1944025,0.2041914,0.2176756,-56.73961,1.663611,,0.032,9.76,24.52,-0.875,-0.721,270.5,341.7,-0.2,-71.65,-0.081,-71.85
4/26/2021 0:15,5.920861,0.1943396,0.2040654,0.2176425,-66.75837,2.118611,,0.032,11.17,24,-0.819,0.16,265.2,344.2,-1.03,-79.7,-0.537,-80.7
4/26/2021 0:30,5.823203,0.1942709,0.2039862,0.2175866,-64.4441,1.935278,,0.031,10.25,30.17,-0.973,-0.371,264.4,341.8,-0.546,-78.43,0.576,-78.98
4/26/2021 0:45,5.728897,0.1941777,0.2038832,0.2175764,-66.29623,1.9625,,0.033,9.97,25.88,-0.905,0.265,264.4,341.3,-1.222,-77.69,-0.764,-78.91
4/26/2021 1:00,5.637223,0.1940902,0.2037667,0.217516,-68.54544,1.838334,,0.034,9.88,28.13,-0.965,0.067,261.2,339.8,-1.082,-79.36,-0.208,-80.4
4/26/2021 1:15,5.542397,0.1940495,0.2036534,0.2174497,-69.70535,2.258333,,0.033,10.75,22.29,-0.769,0.169,263.7,342.7,-0.962,-79.72,-0.627,-80.7
4/26/2021 1:30,5.450145,0.1939578,0.203537,0.2174123,-67.21089,2.204166,,0.032,10.49,22.09,-0.933,0.153,263.4,341.8,-1.04,-79.31,-0.025,-80.3
4/26/2021 1:45,5.362278,0.1938781,0.203462,0.2173868,-71.68288,1.950833,,0.033,9.97,22.68,-0.991,-0.204,258.7,339.3,-0.795,-81.5,0.201,-82.3
4/26/2021 2:00,5.277741,0.1937969,0.2033496,0.2173474,-74.41183,1.775833,,0.033,9.69,22.33,-0.798,-0.036,256.6,337.7,-0.649,-81.8,0.16,-82.5
4/26/2021 2:15,5.191366,0.1937279,0.2032596,0.2173094,-70.08744,2.173333,,0.033,9.64,26.11,-0.838,0.067,262.4,338.7,-0.847,-77.09,0.112,-77.94
4/26/2021 2:30,5.10906,0.1936262,0.2031935,0.2172718,-59.15431,2.0125,,0.032,8.4,31.09,-0.768,-0.335,269.5,336.4,-0.432,-67.18,0.001,-67.61
4/26/2021 2:45,5.025869,0.1935825,0.2030907,0.2172145,-62.21342,1.829166,,0.032,8.58,34.06,-0.788,-0.309,263.4,336,-0.518,-73.02,0.215,-73.54
4/26/2021 3:00,4.947613,0.1935061,0.2030361,0.2171194,-72.40929,1.673333,,0.033,7.954,31.94,-0.849,0.013,253.4,332.6,-0.855,-79.71,-0.297,-80.6
4/26/2021 3:15,4.870891,0.1934419,0.2029489,0.2171224,-72.90833,1.705833,,0.033,8,28.63,-0.709,-0.328,251.2,331.5,-0.391,-80.8,0.826,-81.2
4/26/2021 3:30,4.792798,0.1933613,0.2028913,0.2170681,-72.49026,1.890833,,0.033,7.602,33.39,-0.875,-0.287,249.5,330,-0.508,-81,0.539,-81.5
4/26/2021 3:45,4.711794,0.1932889,0.2028051,0.2170216,-70.53671,1.7925,,0.033,7.013,27.65,-0.833,-0.167,248.7,329.1,-0.683,-81.3,0.306,-82
4/26/2021 4:00,4.63082,0.1932384,0.2027898,0.2169701,-73.3574,1.901666,,0.032,7.147,35.9,-0.897,-0.228,248.6,328.6,-0.667,-80.8,-0.091,-81.5
4/26/2021 4:15,4.546355,0.1931912,0.2026871,0.2169558,-75.56023,2.000833,,0.034,6.945,29.85,-0.763,0.483,247.4,328.7,-1.341,-82.3,-0.985,-83.6
4/26/2021 4:30,4.459849,0.1931237,0.2026615,0.2169041,-75.70351,2.015833,,0.032,7.272,29.77,-0.771,-0.233,246.6,328.5,-0.623,-82.8,1.432,-83.4
4/26/2021 4:45,4.376476,0.1930333,0.2025712,0.2168663,-75.42689,1.9375,,0.033,7.041,26.78,-0.734,-0.145,248.1,327.7,-0.643,-80.6,-0.012,-81.2
4/26/2021 5:00,4.294028,0.1929751,0.202512,0.2167952,-70.15816,1.806667,,0.032,7.169,28.52,-0.668,-0.211,247.8,327.7,-0.444,-80.7,0.33,-81.1
4/26/2021 5:15,4.2139,0.1929238,0.2023866,0.2167694,-68.98421,1.83,,0.033,6.084,36.52,-0.205,0.003,244.8,325.3,-0.203,-81.4,-3.721,-81.6
4/26/2021 5:30,4.135386,0.1928704,0.2023452,0.2167309,-69.1041,1.965833,,0.033,5.739,36.03,0.96,0.234,242.8,325.3,0.812,-83.5,1.241,-82.7
4/26/2021 5:45,4.05875,0.1928115,0.2022285,0.216666,-58.11826,1.675833,,0.033,5.904,25.95,8.17,1.075,243.5,325.8,7.135,-83.1,0.144,-76.01
4/26/2021 6:00,3.979985,0.1927673,0.2022125,0.2166381,-21.18491,1.769166,,0.032,8.81,22.3,28.14,2.635,245.8,335.9,25.65,-90.8,0.085,-65.11
4/26/2021 6:15,3.915024,0.1927517,0.2021666,0.2165829,-29.05392,1.331666,,0.032,9.4,21.33,30.47,8.37,246.1,346.5,22.24,-101,0.267,-78.71
4/26/2021 6:30,3.844899,0.1926816,0.2020793,0.21653,19.21759,1.380555,,0.031,10.44,16.62,50.79,12.82,247.6,360.6,37.91,-113.4,0.254,-75.51
4/26/2021 6:45,3.794749,0.1926515,0.2020354,0.2165102,26.64827,1.045556,,0.032,10.38,19.51,45.67,10.23,247.5,359.6,35.46,-112.5,0.219,-77.03
4/26/2021 7:00,3.762057,0.1925959,0.2019384,0.2164494,88.73979,1.638056,,0.032,10.91,15.69,68.92,16.51,244.7,372.6,52.67,-128.2,0.231,-75.49
4/26/2021 7:15,3.756199,0.1925362,0.2018303,0.2163818,178.3863,1.825833,,0.032,11.61,13.81,104.3,24.7,245.1,390.6,79.53,-145.9,0.239,-66.42
4/26/2021 7:30,3.78252,0.1924803,0.2017685,0.2163657,215.3143,1.931944,,0.032,11.97,13.35,114.4,28.47,240,400.9,86.1,-161.3,0.251,-75.23
4/26/2021 7:45,3.858307,0.1924016,0.2017256,0.2163018,217.7664,2.33,,0.032,12.11,14.01,105.9,25.66,243.9,400.8,80.4,-157.2,0.242,-76.85
4/26/2021 8:00,3.98892,0.1923261,0.2016699,0.2162893,271.852,2.146111,,0.032,12.27,12.33,93.6,30.9,246.2,408.3,62.14,-162.4,0.343,-100.3
4/26/2021 8:15,4.171856,0.1921957,0.2016212,0.2162625,309.8998,2.8125,,0.032,12.72,12.07,99.8,31.23,249.4,410.8,68.49,-161.7,0.32,-93.2
4/26/2021 8:30,4.399499,0.1921051,0.2015265,0.2162079,281.8492,2.575,,0.033,12.64,13.09,97.3,29.51,253.7,412.3,67.32,-158.7,0.323,-91.4
4/26/2021 8:45,4.670742,0.1919857,0.2014839,0.216167,223.7498,3.085834,,0.034,12.4,12.88,51.83,26.95,257,406.4,24.84,-149.7,0.536,-124.8
4/26/2021 9:00,4.97242,0.1918494,0.2014125,0.2161188,344.4291,2.558333,,0.034,12.85,12.64,93.8,29.97,259.9,413.2,62.14,-153.7,0.372,-91.6
4/26/2021 9:15,5.288599,0.1917305,0.2013382,0.2160753,477.259,2.644166,,0.035,13.68,14.67,136.8,41.49,270,437.2,90,-167.3,0.332,-77.37
4/26/2021 9:30,5.615958,0.1916096,0.2012901,0.2160503,348.2574,2.429444,,0.034,13.62,10.84,151.1,33.69,287.1,436.9,118.1,-149.9,0.223,-31.86
4/26/2021 9:45,5.959365,0.1914448,0.2012128,0.2160637,237.3957,2.039444,,0.032,12.84,11.65,107.3,24.15,296.3,421.6,83.1,-125.5,0.227,-42.38
4/26/2021 10:00,6.281989,0.1913125,0.2011527,0.2162805,304.77,2.456667,,0.034,12.41,12.42,152.6,39.33,271.5,430.7,113.4,-159.7,0.254,-46.28
4/26/2021 10:15,6.554746,0.1911863,0.2011024,0.2161744,540.864,3.124166,,0.036,13.76,10.86,259.5,68.62,252,485.7,191.3,-234.1,0.265,-42.81
4/26/2021 10:30,6.819128,0.1910389,0.2010139,0.2159499,496.7821,3.358333,,0.034,13.81,11.08,245.6,65.24,254.6,485.5,180.5,-230.6,0.266,-50.17
4/26/2021 10:45,7.149068,0.1908959,0.2009375,0.2158803,573.9819,2.520833,,0.036,14.72,11.49,267,71.8,256.3,508.2,195.3,-252.7,0.269,-57.38
4/26/2021 11:00,7.544164,0.1907102,0.2008497,0.2158339,553.049,3.394999,,0.035,14.78,11.43,275,71.45,258.7,507.8,202.8,-249.2,0.261,-46.38
4/26/2021 11:15,7.987206,0.1905136,0.2007931,0.2158085,487.2228,3.936666,,0.038,14.53,11.93,247,62.54,270.4,495.7,182.2,-225,0.254,-42.87
4/26/2021 11:30,8.448071,0.1903001,0.2007058,0.2158185,380.524,3.328332,,0.035,14.21,10.32,180.6,45.22,283.4,470.3,135.2,-187,0.25,-51.74
4/26/2021 11:45,8.870405,0.1901319,0.2006431,0.2157805,439.1662,3.498332,,0.035,14.19,11.04,188.9,53.29,282.6,477.7,136.7,-195.7,0.282,-58.97
4/26/2021 12:00,9.214129,0.1899672,0.2005578,0.215741,343.8902,3.161666,,0.036,14.15,10.41,140.3,44.07,281,467.1,97.1,-186.5,0.31,-89.5
4/26/2021 12:15,9.498664,0.1898166,0.2004701,0.2156961,399.6359,3.34,,0.035,14.4,10.05,161.6,47.35,285.8,474,114.5,-188.1,0.285,-73.57
4/26/2021 12:30,9.752254,0.1896522,0.200436,0.2156655,553.7766,3.249166,,0.037,14.84,10.22,172.2,64.56,282.6,503.6,108.3,-220.8,0.391,-112.6
4/26/2021 12:45,10.00659,0.1895027,0.2003385,0.2155936,424.4449,2.630833,,0.036,14.93,10.16,160.7,51.95,283.1,490.8,111.9,-207.9,0.327,-96
4/26/2021 13:00,10.28251,0.1893375,0.2002748,0.2155724,487.0552,3.098332,,0.034,14.76,10.12,197.7,55.67,283.5,493.1,142.1,-209.7,0.281,-67.54
4/26/2021 13:15,10.57054,0.1891676,0.2001851,0.2155412,495.6167,3.1525,,0.037,14.46,10.13,202.4,56.82,282.8,494.6,145.9,-212,0.281,-66.05
4/26/2021 13:30,10.86112,0.188996,0.2001164,0.2154947,325.2083,2.868333,,0.034,14.59,11.02,148.6,37.03,289.4,465.3,112.1,-175.9,0.246,-63.77
4/26/2021 13:45,11.13258,0.188807,0.2000234,0.2154844,253.5432,2.220277,,0.034,14.06,11.99,113.5,26.89,301,444.8,86.4,-143.9,0.238,-57.51
4/26/2021 14:00,11.3168,0.1886655,0.199922,0.2154303,213.0593,1.954999,,0.033,14.1,11.5,99.9,23.48,302.5,439.1,76.21,-136.9,0.237,-60.7
4/26/2021 14:15,11.39768,0.1885334,0.1998501,0.2153796,188.0801,1.930833,,0.033,13.68,12.52,93.8,22.01,299.6,432.7,71.86,-133.6,0.234,-61.74
4/26/2021 14:30,11.41032,0.188424,0.1997424,0.2153161,187.4761,1.432778,,0.034,13.82,13.01,91.1,21.46,298.9,432.9,69.68,-134.2,0.233,-64.52
4/26/2021 14:45,11.38233,0.1883346,0.1997056,0.2152813,149.7686,2.005,,0.033,13.85,12.58,79.07,17.9,299.8,425.3,61.14,-125.8,0.227,-64.69
4/26/2021 15:00,11.33268,0.1882286,0.1995993,0.2152378,113.2303,1.585833,,0.032,13.35,13.54,63.24,13.9,303.3,415,49.21,-112.3,0.223,-63.07
4/26/2021 15:15,11.26142,0.188139,0.19953,0.2152009,209.6674,2.026667,,0.033,13.3,12.98,101.4,24.99,299.4,423.6,76.14,-124.7,0.242,-48.58
4/26/2021 15:30,11.1661,0.1880641,0.199433,0.2151903,132.5918,2.204167,,0.034,13.47,13.39,78.53,19.58,281.2,417.3,59.13,-136.4,0.245,-77.26
4/26/2021 15:45,11.08132,0.1879569,0.1993686,0.2151067,138.056,1.7425,,0.032,13.29,12.93,75.87,17.84,291,412.8,58.18,-122.2,0.236,-63.99
4/26/2021 16:00,11.00716,0.1878837,0.1992967,0.2150788,136.287,1.7,,0.034,13.35,13.61,72.02,16.74,293,413.5,55.27,-120.7,0.231,-65.43
4/26/2021 16:15,10.93039,0.1878005,0.1991982,0.21507,114.346,1.676944,,0.033,13.21,14.56,63.74,14.91,293.7,407.4,48.75,-114.2,0.235,-65.41
4/26/2021 16:30,10.84775,0.1877519,0.1991371,0.2149941,55.44186,1.4625,,0.032,13.05,15.3,45.73,10.84,277.4,396.6,34.9,-119.4,0.236,-84.5
4/26/2021 16:45,10.74925,0.1876838,0.1990638,0.2149632,29.92272,1.6475,,0.032,12.7,15.79,36.69,8.77,277.4,388.1,27.88,-111.1,0.24,-83.2
4/26/2021 17:00,10.62443,0.187911,0.199022,0.2149424,25.42729,1.652777,,0.033,12.46,16.7,34.32,8.37,277.7,385,25.95,-107.7,0.244,-81.8
4/26/2021 17:15,10.47671,0.1881407,0.1989635,0.2149077,11.86316,1.710555,,0.032,12.25,15.74,29.63,7.104,274.8,380.2,22.5,-105.8,0.241,-83.3
4/26/2021 17:30,10.31327,0.1882267,0.1988443,0.2148893,0.698533,1.656944,,0.032,12,17.42,24.89,6.003,276.4,376.3,18.87,-100.4,0.241,-81.5
4/26/2021 17:45,10.13603,0.1880905,0.1987902,0.214825,-18.60849,1.44,,0.032,11.72,19.09,18.35,4.421,273.1,371,13.94,-98.2,0.241,-84.3
4/26/2021 18:00,9.948133,0.1885122,0.1986559,0.2147794,-31.06717,1.473333,,0.032,11.17,24.48,13.31,3.166,271.7,365.8,10.13,-94.8,0.238,-84.6
4/26/2021 18:15,9.75614,0.1887136,0.1985955,0.2147655,-42.20776,1.310555,,0.032,10.21,24.52,8.8,2.221,270.4,360.2,6.667,-90.7,0.243,-84.1
4/26/2021 18:30,9.561898,0.1880907,0.1985383,0.214725,-49.95428,1.205556,,0.032,9.33,30.63,5.261,1.356,270.2,354.8,3.893,-84.8,0.266,-80.9
4/26/2021 18:45,9.364462,0.1896113,0.1984692,0.2146938,-63.54872,1.315833,,0.032,8.73,28.69,1.774,0.459,265.7,349.7,1.397,-84.5,0.172,-83.1
4/26/2021 19:00,9.162384,0.1899083,0.1983837,0.2146736,-67.36418,1.6225,,0.032,8.84,27.77,-0.327,0.133,268.3,347.7,-0.427,-79.79,0.637,-80.2
4/26/2021 19:15,8.954608,0.1901937,0.1983243,0.2146242,-67.29505,1.4575,,0.031,7.983,42.28,-0.817,-0.307,263.7,343.7,-0.521,-80.5,0.488,-81.1
4/26/2021 19:30,8.746908,0.1902187,0.1982918,0.2145635,-75.11196,1.526667,,0.033,6.759,38.81,-0.897,0.029,254,338.9,-0.932,-85.8,-0.077,-86.7
4/26/2021 19:45,8.539393,0.1882134,0.1982134,0.2145477,-76.6748,1.608333,,0.033,6.682,31.44,-0.714,0.117,253.7,336.9,-0.835,-84.3,-0.202,-85.1
4/26/2021 20:00,8.330222,0.1900879,0.1981717,0.2144838,-65.50959,1.161389,,0.033,6.998,31.69,-0.693,0.067,258.1,336.5,-0.734,-79.39,-0.259,-80.1
4/26/2021 20:15,8.122618,0.1901617,0.1981153,0.2144704,-65.29064,1.375,,0.032,6.736,37.65,-0.802,-0.209,258.2,335.7,-0.573,-78.48,0.29,-79.05
4/26/2021 20:30,7.922199,0.1905645,0.1980952,0.2144141,-65.09938,1.465,,0.033,5.65,40.59,-0.795,-0.101,257.1,333.4,-0.675,-77.31,0.082,-77.99
4/26/2021 20:45,7.729268,0.1911466,0.1980601,0.2143398,-62.43512,1.415,,0.033,6.48,26.59,-0.622,0.205,260.7,334.1,-0.781,-74.29,-3.292,-75.07
4/26/2021 21:00,7.542762,0.1909516,0.197986,0.2143258,-63.2034,1.874166,,0.031,6.443,40.83,-0.763,-0.247,260.7,334.2,-0.624,-74.57,-0.043,-75.19
4/26/2021 21:15,7.363626,0.190261,0.1979329,0.2143008,-63.21698,1.6175,,0.033,5.12,39.47,-0.785,-0.228,261.2,331.7,-0.506,-71.27,0.251,-71.78
4/26/2021 21:30,7.19418,0.1899351,0.1978745,0.2142447,-60.22881,1.813333,,0.033,4.914,50.45,-0.701,-0.199,262.7,330.7,-0.587,-68.74,0.17,-69.33
4/26/2021 21:45,7.033483,0.1899469,0.1978081,0.2142252,-59.59852,1.8675,,0.032,3.833,57.04,-0.665,-0.021,264,328.9,-0.646,-65.92,-0.007,-66.57
4/26/2021 22:00,6.880108,0.1892269,0.1977523,0.2141715,-56.79359,1.68,,0.033,4.503,50.21,-0.497,0.238,266.8,329.5,-0.757,-63.66,-0.063,-64.42
4/26/2021 22:15,6.733206,0.1890913,0.1976508,0.214144,-54.26659,1.680834,,0.033,4.312,42.99,-0.599,0.045,267.1,329,-0.683,-62.48,-0.161,-63.16
4/26/2021 22:30,6.593198,0.1902804,0.1976353,0.2140851,-49.12752,1.463333,,0.033,4.319,47.95,-0.579,-0.019,270.7,328.7,-0.579,-58.7,0.017,-59.28
4/26/2021 22:45,6.460052,0.19019,0.1975946,0.2140384,-46.3058,1.541666,,0.032,3.991,54.21,-0.504,0.129,275.2,328.5,-0.636,-54.15,-0.264,-54.79
4/26/2021 23:00,6.332901,0.1899574,0.197515,0.2140045,-51.03953,1.568333,,0.032,3.847,52.04,-0.525,0.093,270,327.4,-0.628,-58.18,-0.272,-58.81
4/26/2021 23:15,6.212927,0.188043,0.1974468,0.2139995,-51.01799,1.520833,,0.032,3.928,50.63,-0.503,0.176,270.4,327.1,-0.667,-57.39,-0.365,-58.06
4/26/2021 23:30,6.099636,0.1862786,0.1973851,0.2139473,-46.85798,1.586667,,0.033,4.198,45.29,-0.473,0.263,274.1,327.9,-0.767,-54.51,-0.88,-55.28
4/26/2021 23:45,5.988119,0.1860225,0.1973643,0.2138768,-44.58567,1.605833,,0.034,5.277,41.79,-0.373,0.171,280.3,330.7,-0.533,-51.21,-56.48,-51.74
4/27/2021 0:00,5.883059,0.1866883,0.1973325,0.2138393,-46.52097,1.810833,,0.032,5.055,44.11,-0.521,-0.337,276.4,330.4,-0.193,-54.85,1.007,-55.05
4/27/2021 0:15,5.785155,0.1874898,0.197276,0.2138055,-48.52514,1.9225,,0.032,4.217,49.93,-0.522,-0.112,272.4,328.1,-0.385,-56.66,2.211,-57.04
4/27/2021 0:30,5.693991,0.1880504,0.1972071,0.2137467,-49.34056,1.84,,0.033,3.829,52.67,-0.541,0.019,270.5,326.8,-0.58,-57.12,-0.185,-57.7
4/27/2021 0:45,5.605866,0.1864215,0.1971492,0.2137029,-47.69883,1.733333,,0.033,3.687,50.65,-0.495,0.149,270.3,326.2,-0.645,-56.82,-0.565,-57.46
4/27/2021 1:00,5.519581,0.1857199,0.1971447,0.2136534,-49.2258,1.649166,,0.033,3.804,51.32,-0.51,0.029,267,325.5,-0.542,-59.34,-0.116,-59.88
4/27/2021 1:15,5.434276,0.1862694,0.1971162,0.2136281,-53.87136,1.7625,,0.032,3.4,55.27,-0.607,-0.035,262,323.8,-0.601,-62.84,-0.063,-63.44
4/27/2021 1:30,5.348607,0.1865452,0.1970407,0.2135883,-51.80473,1.86,,0.032,3.114,53.39,-0.543,-0.03,264.4,323.3,-0.461,-60.02,-0.25,-60.48
4/27/2021 1:45,5.264699,0.1871464,0.1969616,0.2135724,-47.71006,1.5,,0.032,2.652,58.21,-0.551,0.054,266.6,322.2,-0.605,-56.58,-0.137,-57.18
4/27/2021 2:00,5.180982,0.1868512,0.1969149,0.2135165,-47.29248,1.665,,0.032,2.876,54.98,-0.501,0.143,268.7,322.6,-0.589,-54.97,-0.061,-55.56
4/27/2021 2:15,5.098287,0.187128,0.1968877,0.2134849,-42.03573,1.465833,,0.032,2.641,61.26,-0.452,-0.045,273.8,322.3,-0.395,-49.53,0.001,-49.93
4/27/2021 2:30,5.015802,0.187212,0.1968372,0.2134198,-41.2026,1.551666,,0.032,2.343,64.38,-0.477,-0.043,274.7,321.9,-0.432,-48.11,0.028,-48.54
4/27/2021 2:45,4.939149,0.1867061,0.1968088,0.213411,-40.74605,1.415833,,0.031,2.292,60.58,-0.422,0.084,276.1,321.7,-0.491,-46.42,-0.186,-46.91
4/27/2021 3:00,4.867238,0.186657,0.1968026,0.2133799,-34.0011,1.398333,,0.031,2.47,59.82,-0.339,0.173,282,322.5,-0.493,-41.47,-0.566,-41.96
4/27/2021 3:15,4.79861,0.1866382,0.1967406,0.2133283,-37.45165,1.195,,0.03,2.042,65.47,-0.477,-0.093,278,321.2,-0.383,-44.17,0.167,-44.56
4/27/2021 3:30,4.73488,0.1866227,0.1966806,0.2132965,-39.44868,1.074166,,0.031,1.897,60.94,-0.421,0.095,272.7,319.8,-0.483,-48.18,-0.155,-48.66
4/27/2021 3:45,4.673134,0.1864517,0.1966678,0.2132468,-53.71255,1.39,,0.03,1.412,65.48,-0.647,-0.041,256.5,316.9,-0.578,-61.21,0.136,-61.79
4/27/2021 4:00,4.610637,0.1866128,0.1965991,0.2131905,-60.36386,1.3625,,0.032,1.092,59.12,-0.605,0.198,245.8,314,-0.781,-69.07,-0.311,-69.85
4/27/2021 4:15,4.548183,0.1888837,0.1965632,0.2131552,-59.14899,1.245,,0.031,1.295,57.47,-0.661,0.153,244.4,313.3,-0.817,-69.7,-0.258,-70.52
4/27/2021 4:30,4.477253,0.1858306,0.1965316,0.213162,-57.05125,1.435,,0.03,0.824,68.73,-0.653,-0.07,249.5,312.9,-0.574,-64.11,0.101,-64.68
4/27/2021 4:45,4.409903,0.1846346,0.196443,0.2130812,-57.43129,1.22,,0.03,0.563,68.09,-0.629,0.197,244.8,311.6,-0.782,-67.61,-0.265,-68.39
4/27/2021 5:00,4.356627,0.1847261,0.1963965,0.2130678,-57.34561,1.2475,,0.03,0.033,71.94,-0.465,0.184,246.3,310.6,-0.657,-65.03,-0.5,-65.69
4/27/2021 5:15,4.30593,0.1844345,0.1964548,0.2130625,-29.27906,1.203333,,0.031,0.463,67.85,0.362,0.331,280.9,315.7,0.047,-35.65,1.084,-35.6
