DateTime,Ts_C,VWC_5 ,VWC_20 ,VWC_50 ,Rn_Wm2 ,u_ms,udir,Depth_m,Ta_C,RH,Rs_in,Rs_out,Rl_in,Rl_out,Rs_net,Rl_net,albedo,Rn
12/16/2020 13:00,-0.5795193,0.07420915,0.05951321,0.07126694,-7.808822,0.02931034,,,,,,,,,,,,
12/16/2020 14:00,-0.5300342,0.07454084,0.0594421,0.07128146,-22.81181,0.776458,,NAN,NAN,71.98,NAN,27.6,237.6,251,NAN,-12.74,NAN,NAN
12/16/2020 15:00,-0.4860409,0.07483913,0.05937681,0.07130907,-37.47725,0.3260417,,0.017,-4.256,61.77,19.81,29.47,273.7,297.7,-9.65,-22.56,1.49,-32.21
12/16/2020 16:00,-0.4545424,0.07516714,0.05934726,0.0713397,-63.35347,0.7092358,,0.006,-3.982,57.91,8.03,12.69,249.7,291.8,-4.651,-40.81,1.6,-45.46
12/16/2020 17:00,-0.4326372,0.07546006,0.0593251,0.07137883,-40.34628,0.9747223,,0.016,-4.525,68.76,0.824,1.455,278.9,292.8,-0.626,-13.56,-0.233,-14.19
12/16/2020 18:00,-0.4155453,0.07575057,0.05932178,0.07139076,-37.86158,0.5266666,,0.02,-5.011,68.51,-0.39,-0.043,254.2,287.9,-0.351,-34.5,0.063,-34.85
12/16/2020 19:00,-0.4025624,0.07597511,0.05934656,0.07144387,-52.72433,0.3240276,,0.019,-6.67,74.77,-0.588,0.012,218,277.1,-0.59,-59.92,-0.054,-60.51
12/16/2020 20:00,-0.4055218,0.07618357,0.05935948,0.07155657,-61.11009,1.21743,,0.023,-6.079,60.68,-0.612,0.264,209.9,277.4,-0.867,-68.23,-0.605,-69.1
12/16/2020 21:00,-0.4249718,0.07629125,0.05937153,0.07160532,-61.84922,1.368472,,0.023,-6.789,66.77,-0.662,0.076,208,274.9,-0.709,-68.15,-0.332,-68.86
12/16/2020 22:00,-0.4531591,0.07626546,0.05931652,0.07165796,-58.35549,1.473819,,0.022,-7.931,72.8,-0.6,0.082,208.3,272.4,-0.67,-65.3,-2.018,-65.97
12/16/2020 23:00,-0.4889859,0.07617366,0.05933163,0.07176174,-55.99448,1.398611,,0.022,-8.13,73.92,-0.59,0.203,207,271.3,-0.784,-65.55,0.684,-66.33
12/17/2020 0:00,-0.5342044,0.07601115,0.05933576,0.07180139,-59.94388,1.591875,,0.023,-7.212,71.46,-0.603,0.089,209.6,273.5,-0.691,-65.31,-0.659,-66
12/17/2020 1:00,-0.5808168,0.07574601,0.05931838,0.07185718,-58.64319,1.557917,,0.025,-7.642,68.35,-0.605,0.146,208.1,272.6,-0.764,-65.75,-1.411,-66.51
12/17/2020 2:00,-0.628974,0.07545281,0.05932379,0.071884,-56.41306,1.449861,,0.027,-6.915,62.79,-0.599,0.211,207.7,273.9,-0.81,-67.33,1.038,-68.14
12/17/2020 3:00,-0.6702437,0.07507019,0.05936294,0.0718891,-55.80106,1.753959,,0.027,-9.03,70.75,-0.593,0.236,205.3,268.7,-0.781,-65.25,-0.669,-66.03
12/17/2020 4:00,-0.7183672,0.07474955,0.05937525,0.07198114,-61.70606,1.709236,,0.034,-6.315,68.39,-0.599,0.224,209.8,275.4,-0.812,-66.16,-2.065,-66.97
12/17/2020 5:00,-0.760976,0.07436416,0.05936882,0.0720237,-54.78381,1.802292,,0.033,-7.716,63.1,-0.532,0.174,212.8,272.9,-0.721,-61.33,-0.492,-62.06
12/17/2020 6:00,-0.8050885,0.07401831,0.05937173,0.07208734,-46.91053,2.122498,,0.035,-5.483,50.68,-0.446,0.358,229.7,280,-0.824,-50.88,-1.053,-51.7
12/17/2020 7:00,-0.8452688,0.07363727,0.05940904,0.07215872,-51.46607,2.024653,,0.036,-3.402,40.25,-0.502,0.246,228.8,284.5,-0.707,-55.23,-0.351,-55.93
12/17/2020 8:00,-0.8660418,0.07326566,0.05945583,0.07218904,-51.19229,1.515139,,0.036,-3.181,50.46,2.124,3.53,218.4,283.8,-1.396,-63.91,4.932,-65.31
12/17/2020 9:00,-0.8673764,0.07295515,0.05954646,0.0722992,-39.33065,1.269237,,0.035,-3.374,36.35,13.35,18.76,219.3,286.5,-5.382,-66.14,1.408,-71.52
12/17/2020 10:00,-0.8615641,0.07276396,0.05957161,0.07251502,-21.46237,0.1351389,,0.034,1.109,31.15,60.72,80.5,235.4,311.3,-19.66,-76.31,1.312,-96
12/17/2020 11:00,-0.8446786,0.07258803,0.05958139,0.07254495,-14.85305,0.4164584,,0.027,2.359,24.21,45.92,48.48,254.6,317.6,-2.574,-63.94,1.098,-66.51
12/17/2020 12:00,-0.7768044,0.07271308,0.05960938,0.07269452,31.00862,1.54507,,0.035,4.57,26.05,126.5,106.2,252.4,338.7,20.33,-87,0.845,-66.66
12/17/2020 13:00,-0.6862364,0.07293688,0.05973697,0.07273984,50.05801,2.007083,,0.036,4.626,25.16,106.4,79.63,250.1,344.1,26.78,-94.8,0.764,-68.03
12/17/2020 14:00,-0.6036972,0.07334529,0.05987926,0.07269379,23.05314,2.016666,,0.037,3.969,24.59,51.26,40.19,245.9,335.5,11.1,-90.2,0.823,-79.06
12/17/2020 15:00,-0.5296734,0.07379387,0.05991241,0.07264115,15.11039,1.180694,,0.035,3.418,32.16,34.51,21.52,257.5,327.2,12.99,-70.83,0.624,-57.84
12/17/2020 16:00,-0.4675745,0.07410423,0.05984509,0.07260786,-21.16537,0.7452776,,0.034,2.355,35.36,12.9,8.34,249.4,318,4.564,-69.51,0.651,-64.95
12/17/2020 17:00,-0.4163142,0.07445346,0.05976082,0.07263145,-39.67408,0.7809027,,0.035,0.558,35.8,1.53,1.428,250.6,311.2,0.11,-61.51,-0.196,-61.4
12/17/2020 18:00,-0.381677,0.07486252,0.05966873,0.07264332,-38.06559,1.705972,,0.039,1.445,37.71,-0.708,-0.012,253.3,310.5,-0.674,-58.09,-0.062,-58.77
12/17/2020 19:00,-0.3608175,0.07528629,0.05965414,0.07266183,-41.10428,1.675138,,0.041,1.271,35.97,-0.685,0.007,250.5,309.3,-0.682,-59.83,0.005,-60.52
12/17/2020 20:00,-0.3493195,0.07570326,0.05965188,0.07267988,-49.91971,1.483055,,0.042,1.034,38.97,-0.858,0.006,236,306.1,-0.864,-71.02,0.006,-71.88
12/17/2020 21:00,-0.34625,0.07607946,0.05964814,0.07273455,-31.68284,1.581528,,0.042,0.902,42.48,-0.669,-0.02,259,307.3,-0.666,-49.31,0.014,-49.97
12/17/2020 22:00,-0.3580902,0.07639212,0.05963264,0.07277604,-14.71065,0.2257638,,0.043,-0.267,63.46,-0.332,-0.249,285.1,308.6,-0.088,-24.25,0.764,-24.34
12/17/2020 23:00,-0.356007,0.07658369,0.05961946,0.07280245,-24.99007,0.1773611,,0.044,-0.956,54.37,-0.301,0.004,270.2,304.3,-0.294,-33.9,-0.111,-34.19
12/18/2020 0:00,-0.3689597,0.07676846,0.05961575,0.07284389,-16.83589,1.090486,,0.039,-0.172,55.94,-0.316,-0.103,283.5,308.1,-0.203,-25.6,0.387,-25.8
12/18/2020 1:00,-0.3788858,0.07689539,0.0596432,0.07287453,-15.42344,1.322708,,0.037,-0.548,57.55,-0.221,-0.053,290.9,308.2,-0.162,-18.2,0.134,-18.36
12/18/2020 2:00,-0.3838159,0.07697702,0.05966055,0.07297686,-7.72664,0.9072913,,0.035,-0.692,64.24,-0.173,-0.092,298.6,309,-0.078,-11.35,0.565,-11.43
12/18/2020 3:00,-0.3765071,0.07705286,0.059654,0.07300489,-7.769957,1.084028,,0.039,-1.459,73.39,-0.144,-0.114,298.7,307,-0.032,-8.51,0.771,-8.54
12/18/2020 4:00,-0.3684943,0.07718381,0.0596934,0.07302065,-14.09247,0.3283333,,0.038,-2.146,74.58,-0.199,-0.052,288.6,303.4,-0.142,-13.63,0.284,-13.77
12/18/2020 5:00,-0.3600954,0.07730791,0.05976656,0.07305421,-16.95102,0.9797217,,0.045,-2.477,67.31,-0.171,-0.021,284.6,301.5,-0.149,-15.62,0.133,-15.76
12/18/2020 6:00,-0.3547822,0.07743675,0.05971022,0.073085,-15.04158,0.9247218,,0.047,-2.587,74.51,-0.178,-0.078,287.1,301.2,-0.1,-12.9,-0.565,-13
12/18/2020 7:00,-0.3521427,0.07755645,0.05969477,0.07311171,-21.7082,0.5531945,,0.04,-3.322,79.59,-0.212,-0.018,278.1,298.8,-0.195,-19.18,-0.006,-19.37
12/18/2020 8:00,-0.3517987,0.0776531,0.05974129,0.07313789,-13.02254,0.2762499,,0.036,-3.362,77.86,1.338,1.973,285.1,299.4,-0.632,-12.92,0.615,-13.55
12/18/2020 9:00,-0.3522214,0.07781072,0.05976758,0.0731682,-4.557067,0,,0.02,-3.63,85.4,12,21.07,296.5,301.2,-9.08,-3.438,1.679,-12.52
12/18/2020 10:00,-0.3397925,0.07791141,0.05977315,0.07326869,-1.747305,0.1553472,,0.026,-3.05,72.81,26.92,42.98,277.9,301.5,-16.05,-23.26,1.622,-39.31
12/18/2020 11:00,-0.3252775,0.07833394,0.05978417,0.07340785,-5.636674,0.3184723,,0.02,-2.36,63.49,44.87,66.85,283.4,308.5,-22,-26.09,1.493,-48.1
12/18/2020 12:00,-0.2869268,0.07862513,0.05982752,0.073565,-13.51676,0.1484028,,0.032,-1.773,59.37,54.52,73.8,279.4,312.3,-19.25,-33.9,1.352,-53.15
12/18/2020 13:00,-0.2642953,0.07891878,0.05995589,0.07356843,26.98447,0.6513889,,0.026,-1.137,58.12,72.56,87.6,261.8,319.8,-15.05,-59.06,1.249,-74.12
12/18/2020 14:00,-0.2547985,0.07926056,0.06004199,0.0735949,60.1887,0.689097,,0.029,-0.906,61.57,45.83,43.05,291.2,323.9,2.814,-33.76,0.906,-30.95
12/18/2020 15:00,-0.2381282,0.07965599,0.06000966,0.07354505,25.00058,0,,0.031,-1.196,51.81,27.77,22.01,284.9,316.7,5.795,-32.64,0.795,-26.85
12/18/2020 16:00,-0.2200851,0.0801676,0.06002149,0.07345053,-5.683834,0.05715277,,0.034,-2.162,72.35,9.53,8.18,282.9,309.9,1.349,-26.84,0.873,-25.49
12/18/2020 17:00,-0.2001438,0.08072473,0.05998701,0.07346575,-21.11068,0.03631944,,0.035,-2.989,73.26,1.129,1.387,282.9,305.3,-0.257,-21.06,0.611,-21.31
12/18/2020 18:00,-0.1814438,0.08134574,0.05994106,0.07347436,-22.47545,0.03173611,,0.033,-3.525,81.2,-0.22,0.05,286.3,303,-0.269,-15.4,-0.314,-15.67
12/18/2020 19:00,-0.1637079,0.08200388,0.05992381,0.0735003,-12.24484,0,,0.036,-4.461,79.89,-0.23,0.041,288.9,299.4,-0.269,-10.3,-0.19,-10.57
12/18/2020 20:00,-0.1494199,0.08270454,0.05992485,0.07351169,-9.196951,0.009166665,,0.036,-5.415,81.7,-0.45,-0.064,257.3,289.8,-0.395,-33.09,0.04,-33.49
12/18/2020 21:00,-0.127927,0.08340743,0.0598687,0.07352869,-16.29654,0,,0.045,-6.949,72.04,-0.433,0.239,225.3,280.1,-0.676,-56.1,-0.931,-56.77
12/18/2020 22:00,-0.1170604,0.08413854,0.05985752,0.07352911,-17.60213,0.7330557,,0.039,-7.306,77.2,-0.662,0.05,208.5,276.3,-0.727,-68.7,-0.196,-69.43
12/18/2020 23:00,-0.1064007,0.08490988,0.05983425,0.07353444,-20.33728,1.584583,,0.041,-8.36,71.41,-0.614,0.249,203.3,272.6,-0.864,-70.83,-1.172,-71.7
12/19/2020 0:00,-0.1038954,0.08567648,0.05985997,0.0735686,-19.24175,1.474861,,0.048,-8.7,70.62,-0.611,0.195,201.4,270.4,-0.789,-70.69,-0.658,-71.48
12/19/2020 1:00,-0.1092469,0.08628702,0.05992042,0.07363847,-20.63607,1.675556,,0.047,-8.78,70.64,-0.607,0.139,201.3,269.6,-0.731,-69.73,0.563,-70.46
12/19/2020 2:00,-0.1226729,0.0867174,0.05984733,0.07363973,-23.00568,0.2920138,,0.052,-8.65,67.86,-0.588,0.244,203.7,269.2,-0.847,-67.08,-0.783,-67.93
12/19/2020 3:00,-0.1459477,0.08703717,0.05986752,0.07365469,-28.29544,0.6127777,,0.049,-7.435,65.48,-0.61,0.183,204.1,271,-0.794,-68.33,-0.599,-69.12
12/19/2020 4:00,-0.1782124,0.08718728,0.05992988,0.07372278,-53.89622,1.032777,,0.043,-6.807,59.22,-0.66,0.125,204.8,272.7,-0.782,-69.32,-0.356,-70.1
12/19/2020 5:00,-0.2096929,0.08710045,0.05989842,0.07376999,-57.13803,1.36368,,0.039,-7.603,66.8,-0.732,-0.021,202.8,271.1,-0.698,-69.74,-0.074,-70.43
12/19/2020 6:00,-0.2396452,0.08681389,0.05985765,0.07374406,-58.91687,1.420069,,0.04,-7.396,61.01,-0.58,0.304,204.9,271.9,-0.864,-68.2,-0.62,-69.06
12/19/2020 7:00,-0.2780125,0.08639155,0.05982335,0.07378222,-55.65287,1.359167,,0.04,-7.499,72.37,-0.659,0.088,208.3,272.2,-0.731,-64.89,-0.188,-65.62
12/19/2020 8:00,-0.3162033,0.08585147,0.0598389,0.0738477,-34.04427,1.72625,,0.041,-5.718,61.47,4.621,6.658,236.9,281.3,-2.03,-44.9,0.255,-46.93
12/19/2020 9:00,-0.3504035,0.08521782,0.0598199,0.07399054,-4.550344,1.659306,,0.043,-4.262,54.83,18.85,24.59,252.1,290.1,-5.744,-37.28,1.305,-43.03
12/19/2020 10:00,-0.3621124,0.08455367,0.05985893,0.07411113,6.066008,0.979722,,0.045,-3.262,54.55,31.44,40.71,246.5,295.1,-9.24,-47.38,1.294,-56.62
12/19/2020 11:00,-0.3532376,0.08397158,0.05984222,0.07416081,34.65713,2.169931,,0.042,-3.308,67.84,38.41,46.94,268.1,300,-8.51,-31.12,1.22,-39.63
12/19/2020 12:00,-0.3404007,0.08363958,0.0599067,0.0742184,32.72883,2.203264,,0.036,-2.047,48.4,88.1,95.8,247.4,311,-7.602,-63.59,1.136,-71.2
12/19/2020 13:00,-0.3123434,0.08355217,0.06001073,0.07427458,40.86534,2.358126,,0.032,-1.971,57.66,57.4,52.65,277.1,314.8,4.687,-38.66,0.921,-33.97
12/19/2020 14:00,-0.2728725,0.08357661,0.06008812,0.07429049,45.64513,1.777153,,0.033,-2.262,56.05,42.01,38.61,284.3,313.4,3.426,-30.06,0.916,-26.64
12/19/2020 15:00,-0.2486465,0.08378547,0.06005231,0.07420807,11.71443,1.800069,,0.034,-2.889,56.1,17.38,15.73,275.9,305.3,1.639,-28.45,0.906,-26.81
12/19/2020 16:00,-0.2231411,0.08406999,0.06002106,0.07420149,-1.340587,1.390208,,0.035,-3.264,58.66,5.59,5.157,284.4,302.7,0.432,-16.75,0.926,-16.32
12/19/2020 17:00,-0.2023933,0.08444901,0.06000582,0.07424906,-11.05191,0.7381943,,0.034,-3.568,60.21,0.97,1.053,280.5,299.4,-0.081,-17.44,0.865,-17.52
12/19/2020 18:00,-0.1848415,0.084875,0.05999541,0.07425638,-18.84157,0.446875,,0.034,-4.192,75,-0.247,-0.024,275,295.9,-0.221,-20.43,0.054,-20.65
12/19/2020 19:00,-0.1754201,0.08527184,0.06001303,0.07424196,-11.93989,1.060138,,0.035,-4.952,80.2,-0.125,0.002,286.3,294.8,-0.126,-9.32,-0.091,-9.45
12/19/2020 20:00,-0.1688081,0.08570922,0.06003287,0.07428667,-16.28308,2.062084,,0.038,-4.922,68.35,-0.166,0.046,276.2,292.4,-0.203,-17.02,-3.294,-17.23
12/19/2020 21:00,-0.1711254,0.08608226,0.06001272,0.07433199,-35.25979,1.365139,,0.036,-4.511,64.82,-0.477,-0.011,245.9,287.3,-0.469,-42.18,-0.059,-42.65
12/19/2020 22:00,-0.1708052,0.08636691,0.0600096,0.07433618,-47.68351,0.8216667,,0.037,-5.103,63.36,-0.591,-0.023,224.1,280.7,-0.587,-57.08,-0.019,-57.66
12/19/2020 23:00,-0.1783078,0.08658601,0.06005216,0.07436337,-45.75347,1.511111,,0.036,-4.462,60.56,-0.517,0.117,232.3,284.1,-0.665,-52.34,-0.348,-53.01
12/20/2020 0:00,-0.1927077,0.08667599,0.06003138,0.07443121,-39.43092,0.9884721,,0.036,-4.512,64.98,-0.529,-0.03,237,284.2,-0.49,-47.77,-3.674,-48.26
12/20/2020 1:00,-0.2102061,0.08667799,0.0600231,0.07446284,-41.36524,0.9269444,,0.036,-4.72,63.42,-0.511,0.024,233.4,283,-0.534,-50,-0.095,-50.54
12/20/2020 2:00,-0.2332197,0.08659298,0.06005124,0.07452476,-39.23982,1.685695,,0.036,-4.329,60.56,-0.446,0.145,243.7,285.9,-0.586,-43.1,-0.283,-43.68
12/20/2020 3:00,-0.2554542,0.08636006,0.0600574,0.07453876,-42.75275,1.604722,,0.036,-4.309,56.98,-0.506,-0.012,235.2,285,-0.505,-50.5,-0.071,-51
12/20/2020 4:00,-0.2791519,0.08607318,0.06003851,0.07456682,-48.60483,2.042709,,0.036,-3.906,54.02,-0.547,0.087,231,285.7,-0.627,-55.22,-0.201,-55.84
12/20/2020 5:00,-0.3028564,0.08571461,0.06006636,0.07461247,-43.68056,2.018402,,0.036,-3.608,49.69,-0.473,0.125,237.6,287,-0.602,-48.46,-0.336,-49.07
12/20/2020 6:00,-0.327954,0.0853468,0.06003617,0.07464235,-24.20313,2.251318,,0.037,-2.606,41.72,-0.235,-0.02,264.4,292.1,-0.216,-26.28,-0.223,-26.49
12/20/2020 7:00,-0.3515422,0.08491411,0.06003631,0.07470415,-27.00559,1.541458,,0.035,-2.332,38.95,-0.353,-0.053,256,291.3,-0.279,-33.82,0.265,-34.1
12/20/2020 8:00,-0.3691621,0.08448696,0.06002938,0.07474925,-26.957,1.870972,,0.037,-1.691,36.71,1.665,2.233,256.9,292.9,-0.59,-34.75,1.642,-35.34
12/20/2020 9:00,-0.3823768,0.08410408,0.0600785,0.07481255,-7.191781,1.791042,,0.033,-1.033,32.45,11.12,12.71,270.7,299,-1.582,-28.56,1.145,-30.15
12/20/2020 10:00,-0.3915364,0.08375578,0.06006968,0.07485693,1.848417,2.15875,,0.034,-0.447,38.1,13.92,15.18,278.7,303.6,-1.267,-25.92,1.091,-27.18
12/20/2020 11:00,-0.3857135,0.0834423,0.06015507,0.07492404,8.977,2.171944,,0.034,-0.661,47.07,20.38,21.01,275.4,305.9,-0.621,-31.48,1.034,-32.1
12/20/2020 12:00,-0.3677762,0.08327401,0.06011113,0.07501663,36.46864,2.553542,,0.032,-0.187,49.52,39.84,38.92,269.9,312.3,0.921,-43.17,0.977,-42.25
12/20/2020 13:00,-0.3462901,0.08321391,0.06010182,0.07503752,29.48083,2.193751,,0.031,0.399,56.64,35.55,33.37,267.5,315.5,2.187,-48.99,0.938,-46.8
12/20/2020 14:00,-0.3202231,0.08328559,0.06023548,0.07519272,79.61089,1.913542,,0.032,2.41,48.79,82,68.32,253.5,336.8,13.98,-84.2,1.075,-70.2
12/20/2020 15:00,-0.3007278,0.08340327,0.06030937,0.07513257,32.1386,1.800487,,0.032,2.94,53,50.8,24.41,265,330.6,26.35,-66.52,0.514,-40.16
12/20/2020 16:00,-0.271728,0.08367822,0.0603173,0.07511405,9.799126,1.734583,,0.033,2.307,56.4,15.08,8.34,290.5,323.6,6.743,-34.06,0.561,-27.32
12/20/2020 17:00,-0.2434943,0.08396866,0.06028925,0.07508165,-8.659214,1.06493,,0.033,1.932,54.77,1.449,0.872,301.9,320,0.573,-19.31,0.424,-18.74
12/20/2020 18:00,-0.2216823,0.08436812,0.06018566,0.07508477,-6.518766,0.9384025,,0.033,1.501,61.82,-0.152,-0.094,308.1,319,-0.056,-12.06,4.231,-12.12
12/20/2020 19:00,-0.2061933,0.08485887,0.06019295,0.07510069,-5.041975,0.820069,,0.033,2.115,60.26,-0.133,-0.088,311,320.1,-0.048,-10.25,-4.284,-10.3
12/20/2020 20:00,-0.1908775,0.08533736,0.06016684,0.07512061,-6.948453,0.9309033,,0.032,2.308,63.8,-0.174,-0.124,312.9,320.8,-0.051,-8.87,0.629,-8.92
12/20/2020 21:00,-0.1775641,0.08584314,0.06018935,0.07515059,-4.234215,0.6909028,,0.032,2.089,66.98,-0.122,-0.158,314.1,320.6,0.025,-7.512,4.39,-7.487
12/20/2020 22:00,-0.1683578,0.08639456,0.0602815,0.0752069,-4.852612,0.7870135,,0.033,2.241,73.1,-0.128,-0.141,314.9,321.1,0.033,-7.173,1.243,-7.14
12/20/2020 23:00,-0.1542244,0.08699613,0.06027467,0.07525915,-4.704274,1.153333,,0.033,2.308,63.9,-0.085,-0.089,314.4,321.1,0.006,-7.696,0.13,-7.69
12/21/2020 0:00,-0.1525185,0.08757602,0.06024868,0.07528538,-4.934094,1.001458,,0.032,2.727,75,-0.133,-0.216,316.3,322.1,0.08,-6.816,-0.995,-6.736
12/21/2020 1:00,-0.1385662,0.08825187,0.06028244,0.07547998,-17.66452,1.470139,,0.034,1.917,76.61,-0.06,-0.093,315.8,320.8,0.047,-6.034,2.429,-5.987
12/21/2020 2:00,-0.128491,0.0889396,0.06031363,0.07563306,-21.24639,1.521666,,0.036,2.477,66.24,-0.128,-0.036,308.4,320.5,-0.072,-13.09,1.223,-13.16
12/21/2020 3:00,-0.1224745,0.08970214,0.06038336,0.07553621,-10.60844,1.00368,,0.035,2.754,63.83,-0.139,-0.131,310.6,320.9,-0.021,-11.26,2.183,-11.28
12/21/2020 4:00,-0.1159787,0.09041066,0.06039985,0.07554437,-20.47305,1.752708,,0.035,2.236,70.2,-0.306,-0.154,292.9,318.6,-0.154,-26.66,0.964,-26.81
12/21/2020 5:00,-0.1030887,0.09116066,0.06038891,0.07548301,-39.55424,1.664167,,0.033,1.361,68.59,-0.475,-0.057,265.8,313,-0.414,-48.11,5.842,-48.53
12/21/2020 6:00,-0.09257363,0.09189411,0.06036311,0.07552694,-46.41187,1.787986,,0.034,1.265,69.98,-0.572,0.064,256.7,311.2,-0.677,-55.42,-0.277,-56.1
12/21/2020 7:00,-0.08704774,0.09275676,0.06028528,0.07553012,-52.74475,1.802083,,0.035,1.101,74.37,-0.631,0.011,248.8,309.1,-0.63,-61.27,-0.127,-61.9
12/21/2020 8:00,-0.07899797,0.09355706,0.06024416,0.07555804,-54.58052,1.670486,,0.035,0.855,67.27,1.666,2.417,241.7,307.1,-0.781,-66.28,0.62,-67.06
12/21/2020 9:00,-0.07874204,0.09430724,0.06021879,0.07557901,-48.46512,1.768472,,0.033,1.81,61.54,7.375,8.58,239.6,310.8,-1.236,-72.08,1.169,-73.31
12/21/2020 10:00,-0.07640084,0.09504542,0.06025222,0.07578262,-12.38312,1.749166,,0.029,4.745,45,58.97,47.06,243.2,330.4,11.9,-88.2,0.944,-76.26
12/21/2020 11:00,-0.08205464,0.09568471,0.06038141,0.07587798,74.32825,1.668334,,0.027,6.362,52.63,121.5,58.45,246.8,358.8,63.36,-112.3,0.483,-48.93
12/21/2020 12:00,-0.07039329,0.09637276,0.06056119,0.07569677,120.3091,1.854236,,0.028,5.45,56.43,102.4,38.32,267.5,357.8,64.6,-90.7,0.364,-26.13
12/21/2020 13:00,-0.06738442,0.09686218,0.06066588,0.07552842,65.36652,1.439583,,0.027,4.301,60.1,32.14,10.42,313.4,340.5,21.72,-27.79,0.322,-6.066
12/21/2020 14:00,-0.05565457,0.09723054,0.06070971,0.07550147,41.81586,1.565,,0.027,4.25,59.76,22.35,6.801,305.3,335.6,15.54,-31.09,0.304,-15.54
12/21/2020 15:00,-0.04511761,0.0975696,0.0607258,0.07550384,-18.68822,1.329514,,0.028,4.218,58.29,12.75,4.223,257.4,328.6,8.55,-72.13,0.33,-63.59
12/21/2020 16:00,-0.03293575,0.09793849,0.06079894,0.0754918,-33.09262,1.228611,,0.028,3.028,58.48,7.373,2.449,253.4,322.3,4.916,-69.93,0.335,-65.02
12/21/2020 17:00,-0.02218263,0.09840979,0.06070864,0.07552608,-51.36596,1.347916,,0.027,2.729,70.47,0.99,0.409,249,319.6,0.546,-71.43,0.504,-70.89
12/21/2020 18:00,-0.005145772,0.09884612,0.06062819,0.07553253,-61.516,1.6675,,0.027,0.856,73,-0.643,0.114,240.5,314.2,-0.765,-74.62,-1.813,-75.38
12/21/2020 19:00,0.0103575,0.09918904,0.06057124,0.07553124,-62.34672,1.931875,,0.027,-0.042,69.09,-0.528,0.125,237.6,311.2,-0.652,-74.55,-0.718,-75.2
12/21/2020 20:00,0.01716834,0.09953449,0.06052679,0.07560968,-61.49627,2.039584,,0.026,0.075,70.27,-0.631,0.061,237.5,310.3,-0.666,-73.62,-0.171,-74.29
12/21/2020 21:00,0.03130366,0.09966925,0.06050158,0.07564538,-62.40979,2.152083,,0.026,-0.924,70.98,-0.626,0.163,233,306.4,-0.812,-73.35,-0.322,-74.16
12/21/2020 22:00,0.04419784,0.09964792,0.06045325,0.07573369,-60.86241,1.985416,,0.026,-1.902,71.94,-0.574,0.11,228,301.4,-0.728,-71.83,-0.374,-72.56
12/21/2020 23:00,0.05722164,0.0997121,0.06041164,0.07578985,-59.45918,2.063542,,0.027,-1.127,68,-0.551,0.316,230.5,302.4,-0.86,-70.67,10.18,-71.53
12/22/2020 0:00,0.05860443,0.09978753,0.06038523,0.07582597,-59.80834,1.781389,,0.027,0.592,65.04,-0.614,0.145,235.3,306.5,-0.771,-71.96,2.082,-72.73
12/22/2020 1:00,0.06599095,0.09981517,0.0603348,0.07590716,-60.91943,1.757778,,0.026,-0.396,66.58,-0.647,-0.089,232.3,303.6,-0.577,-71.64,-0.318,-72.21
12/22/2020 2:00,0.07752702,0.09981119,0.0602942,0.07598985,-59.74501,2.310625,,0.026,-1.223,63.39,-0.548,0.031,230.1,300,-0.642,-68.87,-1.509,-69.51
12/22/2020 3:00,0.0882064,0.09979831,0.06027642,0.07596277,-55.77601,2.014584,,0.026,-1.593,67.46,-0.564,0.084,230.1,298.2,-0.634,-66.89,-0.242,-67.53
12/22/2020 4:00,0.09347957,0.09971668,0.06024085,0.0759839,-57.07309,1.66125,,0.026,-2.14,71.57,-0.563,0.134,227.2,295.7,-0.682,-66.94,-0.333,-67.62
12/22/2020 5:00,0.09339625,0.09960692,0.06027316,0.07605527,-58.26564,1.554375,,0.026,-1.641,68.78,-0.546,0.173,228,295.4,-0.707,-65.98,-0.757,-66.68
12/22/2020 6:00,0.07813678,0.09948013,0.06025305,0.07607353,-56.98636,1.376041,,0.027,-0.943,62.09,-0.528,0.185,230.2,296.5,-0.703,-65.12,-0.733,-65.82
12/22/2020 7:00,0.04166353,0.09933756,0.06023759,0.07612802,-64.13748,1.947431,,0.027,2.294,50.92,-0.602,0.222,237.2,306.9,-0.752,-70.48,-0.762,-71.23
12/22/2020 8:00,0.008227199,0.09917671,0.0602612,0.07618979,-59.58012,1.883542,,0.027,2.089,53.3,0.54,0.406,236,307.5,0.182,-72.51,0.695,-72.33
12/22/2020 9:00,-0.02231318,0.09898563,0.06026871,0.07623294,-50.09858,1.322917,,0.027,2.918,45.45,3.411,1.483,235.8,309.8,1.92,-74.87,0.448,-72.95
12/22/2020 10:00,-0.05071682,0.09882808,0.06035355,0.07640662,29.41554,1.526389,,0.028,5.802,33.29,58.86,23.03,239.1,331.9,35.72,-93.7,0.392,-57.93
12/22/2020 11:00,-0.06514969,0.09898408,0.06053641,0.07645374,132.7073,1.998125,,0.029,7.884,35.48,121,37.29,244.8,364.9,83.7,-120.4,0.31,-36.78
12/22/2020 12:00,-0.05198542,0.09929976,0.06081385,0.07615476,180.6757,2.251458,,0.031,7.866,38.21,130.6,33.57,250,374.8,96.9,-125.5,0.256,-28.59
12/22/2020 13:00,-0.03131383,0.09987572,0.06131565,0.07573564,186.6873,2.134027,,0.037,7.668,38.24,103.6,27.07,260.2,376,77.53,-116.2,0.275,-38.68
