DateTime,Ta_C,RH ,e_kPa,Rn_Wm2,u_ms,udir,Snow_m,Rs_in,Rs_out,Rl_in,Rl_out,Rs_net,Rl_net,albedo,Rn
12/16/2020 0:00,-9.74,0.587,0.172,-73.8,2.721,196.5,0.029,,,,,,,,
12/16/2020 1:00,-10.14,0.632,0.179,-67.33,2.543,232.8,0.029,,,,,,,,
12/16/2020 2:00,-9.16,0.608,0.186,-76.28,2.449,209.3,0.027,,,,,,,,
12/16/2020 3:00,-9.46,0.627,0.187,-70.07,2.177,240.7,0.028,,,,,,,,
12/16/2020 4:00,-8.49,0.587,0.189,-60.91,2.784,210.5,0.029,,,,,,,,
12/16/2020 5:00,-8.58,0.613,0.196,-45.42,2.731,211.5,0.034,,,,,,,,
12/16/2020 6:00,-8.92,0.66,0.206,-61.94,3.581,201.8,0.035,,,,,,,,
12/16/2020 7:00,-8.75,0.64,0.202,-73.18,2.235,226.3,0.035,,,,,,,,
12/16/2020 8:00,-8.46,0.651,0.21,-47.73,2.441,233.3,0.035,,,,,,,,
12/16/2020 9:00,-7.575,0.613,0.212,-55.51,3.809,275.4,0.035,,,,,,,,
12/16/2020 10:00,-7.157,0.643,0.23,-36.33,1.574,264.5,0.035,,,,,,,,
12/16/2020 11:00,-5.227,0.539,0.223,-93,2.424,235,0.034,,,,,,,,
12/16/2020 12:00,-5.015,0.53,0.223,88.7,2.492,235,0.034,,,,,,,,
12/16/2020 13:00,-4.756,0.51,0.219,143.9,2.666,205,0.033,,,,,,,,
12/16/2020 14:00,-5.782,0.588,0.233,-26.28,2.64,226.3,0.033,,,,,,,,
12/16/2020 15:00,-6.328,0.603,0.23,-66.5,2.393,242.4,0.035,,,,,,,,
12/16/2020 16:00,-7.209,0.647,0.231,-69.23,2.437,242.4,0.035,,,,,,,,
12/16/2020 17:00,-7.263,0.609,0.216,-76.35,2.805,250.2,0.035,,,,,,,,
12/16/2020 18:00,-7.465,0.643,0.225,-81.1,2.013,224.7,0.035,,,,,,,,
12/16/2020 19:00,-7.595,0.649,0.224,-80.7,1.664,219.8,0.035,,,,,,,,
12/16/2020 20:00,-7.606,0.644,0.222,-82.8,1.761,214.8,0.035,,,,,,,,
12/16/2020 21:00,-7.66,0.654,0.225,-81.2,1.441,214.9,0.035,,,,,,,,
12/16/2020 22:00,-7.638,0.682,0.235,-76.02,1.807,227,0.035,,,,,,,,
12/16/2020 23:00,-7.26,0.656,0.233,-72.38,2.567,212.2,0.035,,,,,,,,
12/17/2020 0:00,-7.358,0.633,0.223,-76.72,1.683,206.2,0.035,,,,,,,,
12/17/2020 1:00,-6.602,0.551,0.205,-82.7,1.463,213.4,0.035,,,,,,,,
12/17/2020 2:00,-6.53,0.545,0.205,-80.3,1.776,195.1,0.035,,,,,,,,
12/17/2020 3:00,-6.398,0.553,0.209,-78.14,1.677,207.2,0.035,,,,,,,,
12/17/2020 4:00,-6.133,0.523,0.202,-76.5,1.401,212.6,0.035,,,,,,,,
12/17/2020 5:00,-6.246,0.495,0.19,-71.21,0.884,192.8,0.034,,,,,,,,
12/17/2020 6:00,-5.418,0.448,0.183,-64.57,1.309,203.5,0.035,,,,,,,,
12/17/2020 7:00,-4,0.364,0.165,-67.22,1.373,156.6,0.035,,,,,,,,
12/17/2020 8:00,-3.557,0.357,0.168,-52.72,0.605,138.3,0.034,,,,,,,,
12/17/2020 9:00,-2.59,0.35,0.177,-41.68,1.093,205.1,0.035,,,,,,,,
12/17/2020 10:00,-0.154,0.3,0.181,-64.35,0.672,128.3,0.034,,,,,,,,
12/17/2020 11:00,1.664,0.267,0.184,-111,0.375,139.8,0.033,,,,,,,,
12/17/2020 12:00,3.446,0.244,0.191,236.4,0.843,178.6,0.029,,,,,,,,
12/17/2020 13:00,3.43,0.249,0.195,247.1,0.689,42.83,0.03,,,,,,,,
12/17/2020 14:00,2.917,0.286,0.215,25.63,1.216,287.6,0.033,,,,,,,,
12/17/2020 15:00,1.343,0.325,0.219,0.303,2.042,256.1,0.035,,,,,,,,
12/17/2020 16:00,0.24,0.365,0.227,-45.56,1.438,221.8,0.035,,,,,,,,
12/17/2020 17:00,-0.611,0.348,0.203,-69.42,1.65,228.2,0.035,,,,,,,,
12/17/2020 18:00,-1.491,0.45,0.247,-68.26,1.239,241.7,0.035,,,,,,,,
12/17/2020 19:00,-0.773,0.391,0.226,-61.35,2.14,222,0.035,,,,,,,,
12/17/2020 20:00,-1.251,0.449,0.25,-75.77,2.064,210.6,0.035,,,,,,,,
12/17/2020 21:00,-1.529,0.472,0.258,-59.61,2.324,203.4,0.035,,,,,,,,
12/17/2020 22:00,-2.65,0.565,0.284,-82.2,2.014,235.7,0.035,,,,,,,,
12/17/2020 23:00,-2.916,0.579,0.286,-81.7,1.736,235.5,0.036,,,,,,,,
12/18/2020 0:00,-3.176,0.594,0.287,-79.76,1.761,214.7,0.036,,,,,,,,
12/18/2020 1:00,-3.355,0.612,0.292,-68.88,1.595,223.6,0.036,,,,,,,,
12/18/2020 2:00,-2.974,0.615,0.302,-13.13,1.575,244.7,0.036,,,,,,,,
12/18/2020 3:00,-3.811,0.714,0.329,-9.48,2.15,254.3,0.036,,,,,,,,
12/18/2020 4:00,-4.818,0.747,0.319,-60.2,1.508,245.4,0.035,,,,,,,,
12/18/2020 5:00,-4.946,0.66,0.28,-73.63,1.3,248.1,0.035,,,,,,,,
12/18/2020 6:00,-5.447,0.702,0.286,-20.54,0.398,115.4,0.034,,,,,,,,
12/18/2020 7:00,-5.351,0.666,0.273,-31.46,0.349,296.6,0.034,,,,,,,,
12/18/2020 8:00,-5.563,0.68,0.275,-15.13,0.836,298.1,0.035,,,,,,,,
12/18/2020 9:00,-5.913,0.765,0.301,-22.15,0.762,303.5,0.035,,,,,,,,
12/18/2020 10:00,-5.654,0.801,0.321,10.32,0.33,43.1,0.034,,,,,,,,
12/18/2020 11:00,-4.638,0.755,0.327,-13.69,0.248,97.8,0.029,,,,,,,,
12/18/2020 12:00,-4.972,0.752,0.318,-30.4,0.114,145.4,0.032,,,,,,,,
12/18/2020 13:00,-4.141,0.685,0.308,-40.4,0.481,350.5,0.027,,,,,,,,
12/18/2020 14:00,-3.08,0.585,0.285,95.1,0.471,142.3,0.032,,,,,,,,
12/18/2020 15:00,-3.641,0.539,0.252,-89.7,1.931,293.8,0.031,,,,,,,,
12/18/2020 16:00,-4.508,0.563,0.246,-53.43,1.022,306.2,0.034,,,,,,,,
12/18/2020 17:00,-5.763,0.654,0.26,-54.71,1.728,277.7,0.035,,,,,,,,
12/18/2020 18:00,-6.904,0.649,0.237,-48.27,1.288,289.6,0.032,,,,,,,,
12/18/2020 19:00,-7.784,0.644,0.219,-60.92,0.12,90.5,0.03,,,,,,,,
12/18/2020 20:00,-7.551,0.595,0.206,-91.7,2.103,200.5,0.033,,,,,,,,
12/18/2020 21:00,-7.547,0.563,0.195,-65.99,2.131,209.2,0.032,,,,,,,,
12/18/2020 22:00,-8.03,0.592,0.198,-67.05,2.333,201.4,0.033,,,,,,,,
12/18/2020 23:00,-8.41,0.569,0.185,-80.2,2.26,232,0.033,,,,,,,,
12/19/2020 0:00,-8.83,0.56,0.176,-79.89,1.617,241.8,0.035,,,,,,,,
12/19/2020 1:00,-9.2,0.585,0.178,-79.62,2.232,198.8,0.038,,,,,,,,
12/19/2020 2:00,-9.36,0.609,0.183,-77.04,2.721,202.3,0.037,,,,,,,,
12/19/2020 3:00,-8.92,0.574,0.179,-76.5,1.457,221.8,0.036,,,,,,,,
12/19/2020 4:00,-8.99,0.579,0.18,-80.7,2.169,254.8,0.033,,,,,,,,
12/19/2020 5:00,-9.06,0.618,0.19,-75.04,2.82,208.2,0.035,,,,,,,,
12/19/2020 6:00,-8.51,0.611,0.197,-76.2,3.071,209.9,0.033,,,,,,,,
12/19/2020 7:00,-7.704,0.584,0.2,-79.24,1.965,200.7,0.034,,,,,,,,
12/19/2020 8:00,-7.793,0.629,0.214,-57.4,2.943,213.9,0.031,,,,,,,,
12/19/2020 9:00,-6.34,0.592,0.225,10.49,2.443,211.4,0.035,,,,,,,,
12/19/2020 10:00,-5.606,0.57,0.23,14.52,1.708,232.7,0.035,,,,,,,,
12/19/2020 11:00,-4.492,0.537,0.235,51.2,2.696,207.4,0.035,,,,,,,,
12/19/2020 12:00,-3.72,0.544,0.253,76.88,3.363,234.4,0.034,,,,,,,,
12/19/2020 13:00,-3.068,0.503,0.245,154.5,3.371,246.1,0.033,,,,,,,,
12/19/2020 14:00,-4.792,0.565,0.242,23.2,3.329,229.6,0.035,,,,,,,,
12/19/2020 15:00,-5.528,0.584,0.237,25.2,2.806,248.4,0.035,,,,,,,,
12/19/2020 16:00,-6.447,0.627,0.237,-35.72,3.447,266,0.035,,,,,,,,
12/19/2020 17:00,-6.431,0.621,0.235,-28.68,1.679,223,0.036,,,,,,,,
12/19/2020 18:00,-6.847,0.61,0.223,-68.43,2.219,220.7,0.036,,,,,,,,
12/19/2020 19:00,-7.203,0.669,0.238,-57.02,2.945,244,0.036,,,,,,,,
12/19/2020 20:00,-7.167,0.634,0.226,-71.41,1.515,286.6,0.036,,,,,,,,
12/19/2020 21:00,-6.619,0.583,0.217,-75.07,2.143,254.6,0.035,,,,,,,,
12/19/2020 22:00,-7.187,0.653,0.233,-81.4,2.227,216.6,0.035,,,,,,,,
12/19/2020 23:00,-7.391,0.696,0.244,-64.66,3.076,246.1,0.035,,,,,,,,
12/20/2020 0:00,-7.455,0.7,0.245,-63.04,3.048,251.9,0.035,,,,,,,,
12/20/2020 1:00,-7.251,0.669,0.237,-70,2.736,211.5,0.035,,,,,,,,
12/20/2020 2:00,-7.022,0.634,0.229,-51.26,1.357,223,0.035,,,,,,,,
12/20/2020 3:00,-6.726,0.602,0.223,-61.73,1.37,244,0.035,,,,,,,,
12/20/2020 4:00,-6.021,0.555,0.217,-55.19,1.952,216.3,0.035,,,,,,,,
12/20/2020 5:00,-5.822,0.53,0.21,-49.21,3.254,257.7,0.035,,,,,,,,
12/20/2020 6:00,-4.798,0.438,0.187,-39.5,3.224,214.1,0.035,,,,,,,,
12/20/2020 7:00,-4.084,0.382,0.173,-51.38,2.354,221.4,0.034,,,,,,,,
12/20/2020 8:00,-3.695,0.341,0.158,-28.58,3.932,212.4,0.034,,,,,,,,
12/20/2020 9:00,-2.666,0.35,0.176,21.34,2.973,212.5,0.034,,,,,,,,
12/20/2020 10:00,-2.298,0.413,0.213,59.07,3.3,204.8,0.036,,,,,,,,
12/20/2020 11:00,-2.082,0.517,0.271,66.54,2.935,229.8,0.039,,,,,,,,
12/20/2020 12:00,-0.884,0.543,0.311,125.2,3.057,227.2,0.041,,,,,,,,
12/20/2020 13:00,-0.024,0.551,0.336,282.1,3.132,223.6,0.041,,,,,,,,
12/20/2020 14:00,1.536,0.536,0.366,0.271,2.684,240.2,0.037,,,,,,,,
12/20/2020 15:00,3.138,0.504,0.386,-57.9,4.001,267.2,0.037,,,,,,,,
12/20/2020 16:00,2.704,0.507,0.376,-56.78,5.176,260.2,0.034,,,,,,,,
12/20/2020 17:00,1.736,0.543,0.376,-77.3,2.664,231.6,0.029,,,,,,,,
12/20/2020 18:00,1.487,0.584,0.397,-78.35,3.583,230.5,0.029,,,,,,,,
12/20/2020 19:00,2,0.577,0.407,-76.01,2.805,225.1,0.026,,,,,,,,
12/20/2020 20:00,2.101,0.577,0.41,-76.6,3.49,242.3,0.028,,,,,,,,
12/20/2020 21:00,1.356,0.627,0.422,-65.63,3.498,233.7,0.026,,,,,,,,
12/20/2020 22:00,1.309,0.61,0.41,-55.03,2.303,225,0.026,,,,,,,,
12/20/2020 23:00,2.108,0.56,0.398,-58.95,4.369,249.7,0.026,,,,,,,,
12/21/2020 0:00,1.302,0.619,0.415,-65.5,2.823,244.7,0.027,,,,,,,,
12/21/2020 1:00,1.406,0.601,0.406,-75.27,3.354,251.4,0.026,,,,,,,,
12/21/2020 2:00,1.322,0.602,0.405,-81.3,1.945,235.9,0.026,,,,,,,,
12/21/2020 3:00,1.985,0.536,0.378,-69.05,3.583,276.5,0.024,,,,,,,,
12/21/2020 4:00,1.045,0.596,0.392,-71.96,5.299,270.2,0.026,,,,,,,,
12/21/2020 5:00,0.053,0.648,0.397,-75.51,3.079,257.5,0.025,,,,,,,,
12/21/2020 6:00,0.002,0.652,0.399,-79.62,4.106,265.5,0.025,,,,,,,,
12/21/2020 7:00,-0.429,0.673,0.399,-75.7,3.359,256.7,0.027,,,,,,,,
12/21/2020 8:00,-0.437,0.667,0.395,-65.09,2.548,253.2,0.026,,,,,,,,
12/21/2020 9:00,0.48,0.636,0.402,-55.12,2.046,245,0.026,,,,,,,,
12/21/2020 10:00,2.089,0.564,0.4,-61.31,1.931,256.4,0.026,,,,,,,,
12/21/2020 11:00,2.739,0.551,0.41,-95,1.495,233.3,0.026,,,,,,,,
12/21/2020 12:00,4.881,0.483,0.418,347.8,1.942,237.9,0.024,,,,,,,,
12/21/2020 13:00,4.389,0.512,0.427,302.9,2.523,219.4,0.024,,,,,,,,
12/21/2020 14:00,4.382,0.509,0.425,50.84,1.71,245,0.028,,,,,,,,
12/21/2020 15:00,3.799,0.511,0.409,-84.5,1.28,207.8,0.027,,,,,,,,
12/21/2020 16:00,1.889,0.578,0.405,-71.97,2.756,265.7,0.027,,,,,,,,
12/21/2020 17:00,1.615,0.584,0.401,-83,1.714,237,0.027,,,,,,,,
12/21/2020 18:00,1.05,0.611,0.403,-83.7,1.348,219.3,0.027,,,,,,,,
12/21/2020 19:00,1.27,0.591,0.396,-86.8,2.462,203.8,0.027,,,,,,,,
12/21/2020 20:00,1.509,0.57,0.388,-83.8,1.528,210.9,0.027,,,,,,,,
12/21/2020 21:00,0.577,0.6,0.382,-81.9,1.108,217.2,0.027,,,,,,,,
12/21/2020 22:00,1.329,0.537,0.361,-81.4,0.586,209,0.027,,,,,,,,
12/21/2020 23:00,1.212,0.527,0.351,-81.6,1.521,208.8,0.027,,,,,,,,
12/22/2020 0:00,0.794,0.524,0.339,-78.87,0.507,197.4,0.026,,,,,,,,
12/22/2020 1:00,1.758,0.446,0.309,-79.83,1.027,220.3,0.026,,,,,,,,
12/22/2020 2:00,1.902,0.456,0.319,-79.94,1.166,285.9,0.027,,,,,,,,
12/22/2020 3:00,1.436,0.468,0.317,-75.57,0.755,224.6,0.027,,,,,,,,
12/22/2020 4:00,1.836,0.457,0.319,-79.66,1.18,215.6,0.027,,,,,,,,
12/22/2020 5:00,1.89,0.457,0.32,-84.5,1.529,217,0.027,,,,,,,,
12/22/2020 6:00,1.405,0.467,0.316,-84.7,1.626,225.3,0.027,,,,,,,,
12/22/2020 7:00,1.893,0.445,0.311,-87.9,2.181,209.7,0.027,,,,,,,,
12/22/2020 8:00,1.194,0.461,0.307,-72.96,1.809,239.6,0.027,,,,,,,,
12/22/2020 9:00,1.985,0.433,0.305,-69.21,2.003,220.3,0.026,,,,,,,,
12/22/2020 10:00,3.419,0.388,0.303,-71.86,1.431,220.2,0.026,,,,,,,,
12/22/2020 11:00,4.487,0.391,0.329,-73.71,2.248,215.6,0.028,,,,,,,,
12/22/2020 12:00,4.937,0.406,0.353,286.5,2.307,224.8,0.027,,,,,,,,
12/22/2020 13:00,5.149,0.4,0.352,327,2.212,216.4,0.027,,,,,,,,
12/22/2020 14:00,5.048,0.379,0.332,97.5,1.447,207.3,0.027,,,,,,,,
12/22/2020 15:00,2.69,0.43,0.319,4.337,1.115,204.7,0.029,,,,,,,,
12/22/2020 16:00,-0.29,0.729,0.436,-41.63,0.277,224.4,0.027,,,,,,,,
12/22/2020 17:00,-2.341,0.907,0.466,-6.534,2.789,247,0.033,,,,,,,,
12/22/2020 18:00,-3.478,0.895,0.423,-5.625,3.138,254,0.04,,,,,,,,
12/22/2020 19:00,-7.134,0.908,0.325,-5.896,2.956,270.2,0.063,,,,,,,,
12/22/2020 20:00,-9.97,0.795,0.228,-42.63,2.124,233.6,0.06,,,,,,,,
12/22/2020 21:00,-12.51,0.771,0.181,-60.22,2.21,224.4,0.047,,,,,,,,
12/22/2020 22:00,-12.78,0.687,0.157,-64.52,3.051,248.2,0.05,,,,,,,,
12/22/2020 23:00,-13.38,0.809,0.177,-9.73,3.367,244.4,0.038,,,,,,,,
12/23/2020 0:00,-13.5,0.786,0.17,-16.78,2.367,259.3,0.037,,,,,,,,
12/23/2020 1:00,-13.75,0.719,0.152,-44.86,2.971,254.9,0.035,,,,,,,,
12/23/2020 2:00,-13.54,0.698,0.15,-20,1.759,259.1,0.035,,,,,,,,
12/23/2020 3:00,-13.98,0.615,0.128,-48.65,2.864,265.6,0.027,,,,,,,,
12/23/2020 4:00,-14.77,0.629,0.123,-43.2,2.264,329.3,0.029,,,,,,,,
12/23/2020 5:00,-15.52,0.649,0.119,-62.26,1.684,268.9,0.03,,,,,,,,
12/23/2020 6:00,-15.3,0.618,0.115,-34.57,2.442,282.2,0.031,,,,,,,,
12/23/2020 7:00,-15.6,0.688,0.125,-35.11,1.978,276,0.031,,,,,,,,
12/23/2020 8:00,-15.83,0.67,0.12,-44.87,1.714,260.5,0.032,,,,,,,,
12/23/2020 9:00,-15.33,0.604,0.112,-36.43,1.934,251.6,0.029,,,,,,,,
12/23/2020 10:00,-14.42,0.552,0.111,-71.95,2.384,272.3,0.027,,,,,,,,
12/23/2020 11:00,-14.71,0.576,0.113,-7.822,2.577,258.9,0.026,,,,,,,,
12/23/2020 12:00,-14.34,0.543,0.11,-23.31,2.175,279.1,0.028,,,,,,,,
12/23/2020 13:00,-14.51,0.495,0.098,-41.13,2.166,327.6,0.027,,,,,,,,
12/23/2020 14:00,-15.34,0.537,0.1,-55.35,1.605,340,0.027,,,,,,,,
12/23/2020 15:00,-15.44,0.491,0.091,-80.3,2.935,284,0.026,,,,,,,,
12/23/2020 16:00,-15.62,0.547,0.099,-80.7,2.669,257,0.029,,,,,,,,
12/23/2020 17:00,-15.69,0.573,0.103,-88.9,2.742,209,0.033,,,,,,,,
12/23/2020 18:00,-14.4,0.431,0.087,-82.7,3.309,243,0.032,,,,,,,,
12/23/2020 19:00,-14.45,0.445,0.089,-79.09,2.481,257,0.032,,,,,,,,
12/23/2020 20:00,-14.54,0.459,0.091,-76.01,1.842,244,0.033,,,,,,,,
12/23/2020 21:00,-13.91,0.492,0.103,-77.5,1.595,236.2,0.034,,,,,,,,
12/23/2020 22:00,-14.55,0.567,0.112,-76.07,2.045,238.9,0.036,,,,,,,,
12/23/2020 23:00,-13.12,0.498,0.111,-77.8,2.522,234.5,0.035,,,,,,,,
12/24/2020 0:00,-13.33,0.524,0.115,-79.44,1.775,206.8,0.037,,,,,,,,
12/24/2020 1:00,-13.26,0.539,0.119,-72.78,2.846,237.8,0.034,,,,,,,,
12/24/2020 2:00,-12.65,0.518,0.12,-72.02,1.634,239.6,0.033,,,,,,,,
12/24/2020 3:00,-11.39,0.485,0.124,-70.56,3.678,253,0.032,,,,,,,,
12/24/2020 4:00,-10.49,0.481,0.133,-70.97,3.991,259.9,0.032,,,,,,,,
12/24/2020 5:00,-8.67,0.493,0.157,-71.38,3.874,269.3,0.033,,,,,,,,
12/24/2020 6:00,-7.34,0.51,0.18,-68.63,3.965,278.5,0.033,,,,,,,,
12/24/2020 7:00,-6.038,0.496,0.193,-68.61,3.536,228.6,0.032,,,,,,,,
12/24/2020 8:00,-5.475,0.501,0.204,-63.06,3.5,244.7,0.032,,,,,,,,
12/24/2020 9:00,-5.733,0.497,0.198,-39.67,2.183,235.8,0.033,,,,,,,,
12/24/2020 10:00,-6.205,0.485,0.187,-45.17,2.139,205.7,0.032,,,,,,,,
12/24/2020 11:00,-2.485,0.447,0.227,-112.2,2.808,261.3,0.033,,,,,,,,
12/24/2020 12:00,-0.542,0.413,0.243,232.1,2.046,236.1,0.03,,,,,,,,
12/24/2020 13:00,1.138,0.403,0.267,179.7,1.951,254.1,0.029,,,,,,,,
12/24/2020 14:00,1.659,0.415,0.286,85.4,1.906,246.9,0.027,,,,,,,,
12/24/2020 15:00,-0.787,0.443,0.255,-102.9,1.543,211,0.031,,,,,,,,
12/24/2020 16:00,-3.619,0.494,0.231,-68.34,1.21,206.2,0.028,,,,,,,,
12/24/2020 17:00,-4.92,0.513,0.218,-76.13,1.303,227.9,0.028,,,,,,,,
12/24/2020 18:00,-4.434,0.507,0.223,-77.15,1.527,201.3,0.029,,,,,,,,
12/24/2020 19:00,-3.794,0.49,0.226,-80.4,1.049,209.6,0.029,,,,,,,,
12/24/2020 20:00,-3.382,0.456,0.217,-82,0.909,209.8,0.03,,,,,,,,
12/24/2020 21:00,-3.606,0.454,0.213,-76.72,1.135,192.6,0.029,,,,,,,,
12/24/2020 22:00,-3.424,0.454,0.216,-78.22,1.383,206.2,0.029,,,,,,,,
12/24/2020 23:00,-3.459,0.453,0.214,-73.21,1.621,240.4,0.03,,,,,,,,
12/25/2020 0:00,-1.839,0.404,0.216,-76.67,1.207,210.4,0.03,,,,,,,,
12/25/2020 1:00,-1.64,0.406,0.22,-74.53,0.83,196.1,0.031,,,,,,,,
12/25/2020 2:00,-0.421,0.368,0.218,-83.6,1.177,185.8,0.029,,,,,,,,
12/25/2020 3:00,-0.297,0.359,0.215,-77.38,1.126,208.8,0.03,,,,,,,,
12/25/2020 4:00,-0.591,0.357,0.209,-76.53,0.818,212.4,0.029,,,,,,,,
12/25/2020 5:00,-0.992,0.372,0.212,-79.69,1.242,200,0.031,,,,,,,,
12/25/2020 6:00,-1.129,0.364,0.205,-75.86,0.907,191,0.029,,,,,,,,
12/25/2020 7:00,-2.764,0.386,0.193,-67.93,0.339,138.1,0.03,,,,,,,,
12/25/2020 8:00,-2.976,0.385,0.189,-60.82,0.201,148.6,0.028,,,,,,,,
12/25/2020 9:00,-0.808,0.35,0.201,-62.87,1.034,209.8,0.031,,,,,,,,
12/25/2020 10:00,1.243,0.308,0.206,-83.5,1.234,204.5,0.03,,,,,,,,
12/25/2020 11:00,2.299,0.306,0.221,-104.7,1.511,194.9,0.032,,,,,,,,
12/25/2020 12:00,4.951,0.264,0.229,290.7,1.591,219.9,0.028,,,,,,,,
12/25/2020 13:00,5.989,0.241,0.225,218.8,1.457,222.8,0.027,,,,,,,,
12/25/2020 14:00,6.37,0.247,0.237,160.1,1.057,208.1,0.024,,,,,,,,
12/25/2020 15:00,4.384,0.278,0.232,-102.2,1.062,218.2,0.023,,,,,,,,
12/25/2020 16:00,3.314,0.251,0.194,-80.6,1.238,182,0.023,,,,,,,,
12/25/2020 17:00,2.291,0.269,0.194,-80.4,1.383,213.6,0.024,,,,,,,,
12/25/2020 18:00,1.8,0.258,0.179,-71.77,1.671,222.8,0.025,,,,,,,,
12/25/2020 19:00,1.291,0.272,0.182,-67.89,2.081,205.9,0.026,,,,,,,,
12/25/2020 20:00,0.775,0.287,0.186,-61.09,0.956,220.2,0.025,,,,,,,,
12/25/2020 21:00,-0.088,0.325,0.197,-61.41,1.708,212.5,0.026,,,,,,,,
12/25/2020 22:00,0.347,0.301,0.189,-63.48,0.694,201.1,0.026,,,,,,,,
12/25/2020 23:00,0.476,0.285,0.18,-78.92,1.591,191.8,0.026,,,,,,,,
12/26/2020 0:00,0.132,0.301,0.186,-81.9,1.053,212.4,0.026,,,,,,,,
12/26/2020 1:00,0.323,0.298,0.186,-81.1,2.386,206.5,0.026,,,,,,,,
12/26/2020 2:00,-0.881,0.338,0.194,-73.37,1.91,204.9,0.028,,,,,,,,
12/26/2020 3:00,-0.926,0.34,0.194,-54.35,1.68,224.1,0.029,,,,,,,,
12/26/2020 4:00,0.278,0.264,0.165,-41.62,1.722,230.2,0.028,,,,,,,,
12/26/2020 5:00,0.944,0.244,0.16,-53.26,1.412,244.3,0.028,,,,,,,,
12/26/2020 6:00,-0.159,0.259,0.156,-70.94,1.152,147.4,0.028,,,,,,,,
12/26/2020 7:00,-0.717,0.272,0.158,-66.94,1.397,255.3,0.027,,,,,,,,
12/26/2020 8:00,-1.284,0.301,0.167,-72.52,1.67,215.2,0.027,,,,,,,,
12/26/2020 9:00,-1.462,0.335,0.184,-49.45,0.516,228.2,0.027,,,,,,,,
12/26/2020 10:00,1.032,0.318,0.209,-60.91,0.855,219.6,0.027,,,,,,,,
12/26/2020 11:00,4.205,0.28,0.231,-24.78,1.188,219.7,0.026,,,,,,,,
12/26/2020 12:00,6.338,0.313,0.299,331.5,1.087,210.3,0.023,,,,,,,,
12/26/2020 13:00,6.777,0.31,0.306,263.1,1.159,239,0.021,,,,,,,,
12/26/2020 14:00,6.129,0.316,0.298,195.2,1.322,215.9,0.022,,,,,,,,
12/26/2020 15:00,4.729,0.34,0.291,-84.1,1.671,239.3,0.023,,,,,,,,
12/26/2020 16:00,2.05,0.402,0.284,-69.01,1.716,217.8,0.024,,,,,,,,
12/26/2020 17:00,1.036,0.415,0.274,-51.76,0.663,217.1,0.025,,,,,,,,
12/26/2020 18:00,0.395,0.463,0.291,-27.54,1.717,228.9,0.025,,,,,,,,
12/26/2020 19:00,-2.55,0.604,0.306,-45.28,1.866,224.7,0.024,,,,,,,,
12/26/2020 20:00,-3.427,0.587,0.278,-43.11,1.796,232.7,0.025,,,,,,,,
12/26/2020 21:00,-4.796,0.612,0.262,-15.99,1.631,250.4,0.025,,,,,,,,
12/26/2020 22:00,-6.109,0.726,0.281,-15.13,1.592,273.5,0.026,,,,,,,,
12/26/2020 23:00,-6.687,0.853,0.316,-20.98,0.678,266,0.031,,,,,,,,
12/27/2020 0:00,-5.998,0.753,0.294,-38.92,1.531,282,0.024,,,,,,,,
12/27/2020 1:00,-6.411,0.779,0.295,-22.1,1.341,274.5,0.02,,,,,,,,
12/27/2020 2:00,-6.918,0.874,0.318,-9.29,0.161,345.1,0.023,,,,,,,,
12/27/2020 3:00,-7.246,0.888,0.315,-4.514,0.47,254.5,0.031,,,,,,,,
12/27/2020 4:00,-7.604,0.888,0.307,-3.073,0.937,239.7,0.218,,,,,,,,
12/27/2020 5:00,-7.975,0.746,0.25,-13.21,1.331,229,0.077,,,,,,,,
12/27/2020 6:00,-8.39,0.714,0.232,-13.61,1.367,233,0.068,,,,,,,,
12/27/2020 7:00,-8.66,0.712,0.226,-10.29,1.222,210.7,0.064,,,,,,,,
12/27/2020 8:00,-8.28,0.678,0.222,-30.33,1.428,207.5,0.062,,,,,,,,
12/27/2020 9:00,-7.958,0.671,0.226,-64.14,1.921,208.6,0.06,,,,,,,,
12/27/2020 10:00,-6.713,0.595,0.22,-97.9,2.063,213.6,0.056,,,,,,,,
12/27/2020 11:00,-5.436,0.534,0.218,-115.1,1.905,243.5,0.054,,,,,,,,
12/27/2020 12:00,-4.054,0.505,0.229,141.9,1.127,284.1,0.04,,,,,,,,
12/27/2020 13:00,-2.692,0.432,0.217,112.9,0.853,224.6,0.031,,,,,,,,
12/27/2020 14:00,-4.554,0.52,0.227,44.12,1.543,221.9,0.039,,,,,,,,
12/27/2020 15:00,-6.409,0.503,0.191,-58.87,1.912,228.5,0.042,,,,,,,,
12/27/2020 16:00,-7.111,0.636,0.228,-25.61,1.239,227.9,0.039,,,,,,,,
12/27/2020 17:00,-7.359,0.617,0.217,-57.62,1.572,242.2,0.049,,,,,,,,
12/27/2020 18:00,-8.06,0.621,0.207,-58.91,1.591,251.6,0.051,,,,,,,,
12/27/2020 19:00,-7.851,0.583,0.198,-63.69,1.744,200.2,0.053,,,,,,,,
12/27/2020 20:00,-7.911,0.558,0.188,-71.95,2.027,207.2,0.053,,,,,,,,
12/27/2020 21:00,-8.24,0.541,0.178,-74.86,1.235,210.3,0.052,,,,,,,,
12/27/2020 22:00,-10.06,0.58,0.165,-69.35,0.319,120.6,0.05,,,,,,,,
12/27/2020 23:00,-8.83,0.568,0.178,-78.92,0.973,176.5,0.052,,,,,,,,
